# l E1 E2 E3 E4
 0.000000000000  0.469218537052  1.365173062898  1.938042980981  3.271038278721
 0.010000000000  0.468297751581  1.330856100633  1.855925294825  3.255626143711
 0.020000000000  0.467168471117  1.284139088995  1.783338044253  3.241988868255
 0.030000000000  0.465743181646  1.222533256315  1.723207272882  3.229836435417
 0.040000000000  0.463878181350  1.145622208816  1.676386443184  3.218930304285
 0.050000000000  0.461321142363  1.055376727362  1.641403386869  3.209074596752
 0.060000000000  0.457589217795  0.955129959075  1.615615239672  3.200108306683
 0.070000000000  0.451649444510  0.848665729619  1.596446694535  3.191898725971
 0.080000000000  0.440960916115  0.740661329024  1.581910795520  3.184336042778
 0.090000000000  0.418434802177  0.639722472366  1.570618641913  3.177328969608
 0.100000000000  0.367281232757  0.563688336416  1.561631254331  3.170801233547
 0.110000000000  0.276623535790  0.524165079058  1.554314872215  3.164688768862
 0.120000000000  0.161492959512  0.506638343237  1.548236191293  3.158937472970
 0.130000000000  0.035502338347  0.497870620240  1.543093326223  3.153501410400
 0.140000000000 -0.095986882082  0.492780077824  1.538671573317  3.148341371594
 0.150000000000 -0.230874507365  0.489480063634  1.534815085963  3.143423712413
 0.160000000000 -0.368189420002  0.487166350808  1.531408532420  3.138719415885
 0.170000000000 -0.507407799895  0.485448321048  1.528365019996  3.134203330313
 0.180000000000 -0.648211092587  0.484115764593  1.525617996827  3.129853547707
 0.190000000000 -0.790387206400  0.483046220739  1.523115718521  3.125650894325
 0.200000000000 -0.933784939358  0.482163764936  1.520817397960  3.121578511107
 0.210000000000 -1.078290733932  0.481418917850  1.518690479594  3.117621506497
 0.220000000000 -1.223815803033  0.480778094574  1.516708678280  3.113766667835
 0.230000000000 -1.370288500432  0.480217715002  1.514850546715  3.110002220316
 0.240000000000 -1.517649538324  0.479720744844  1.513098414206  3.106317624766
 0.250000000000 -1.665848845749  0.479274575249  1.511437590184  3.102703407243
 0.260000000000 -1.814843421909  0.478869674660  1.509855759165  3.099151014810
 0.270000000000 -1.964595819414  0.478498704159  1.508342515925  3.095652692962
 0.280000000000 -2.115073041549  0.478155920825  1.506889004644  3.092201380991
 0.290000000000 -2.266245720554  0.477836765498  1.505487636059  3.088790622322
 0.300000000000 -2.418087492094  0.477537571786  1.504131863662  3.085414487348
 0.310000000000 -2.570574510111  0.477255356732  1.502816005196  3.082067506755
 0.320000000000 -2.723685064317  0.476987667615  1.501535099068  3.078744613678
 0.330000000000 -2.877399274208  0.476732468087  1.500284788012  3.075441093318
 0.340000000000 -3.031698841083  0.476488052358  1.499061224163  3.072152538873
 0.350000000000 -3.186566844792  0.476252979694  1.497860991058  3.068874812834
 0.360000000000 -3.341987575272  0.476026023834  1.496681039167  3.065604012848
 0.370000000000 -3.497946391750  0.475806133491  1.495518632259  3.062336441481
 0.380000000000 -3.654429603934  0.475592401222  1.494371302535  3.059068579302
 0.390000000000 -3.811424371009  0.475384038661  1.493236812867  3.055797060833
 0.400000000000 -3.968918615209  0.475180356629  1.492113124879  3.052518652925
 0.410000000000 -4.126900947256  0.474980749067  1.490998371783  3.049230235247
 0.420000000000 -4.285360601761  0.474784679919  1.489890835165  3.045928782554
 0.430000000000 -4.444287380871  0.474591672387  1.488788925050  3.042611348519
 0.440000000000 -4.603671604887  0.474401300036  1.487691162661  3.039275050845
 0.450000000000 -4.763504068749  0.474213179412  1.486596165490  3.035917057544
 0.460000000000 -4.923776003561  0.474026963854  1.485502634231  3.032534574139
 0.470000000000 -5.084479042385  0.473842338304  1.484409341344  3.029124831697
 0.480000000000 -5.245605189740  0.473659014898  1.483315120956  3.025685075516
 0.490000000000 -5.407146794295  0.473476729213  1.482218859895  3.022212554385
