# l E1 E2 E3 E4
 0.500000000000 -5.569096524334  0.473295237087  1.481119489712  3.018704510316
 0.510000000000 -5.731447345635  0.473114311845  1.480015979476  3.015158168610
 0.520000000000 -5.894192501480  0.472933741922  1.478907329297  3.011570728224
 0.530000000000 -6.057325494524  0.472753328790  1.477792564392  3.007939352330
 0.540000000000 -6.220840070303  0.472572885153  1.476670729679  3.004261159016
 0.550000000000 -6.384730202210  0.472392233348  1.475540884737  3.000533212038
 0.560000000000 -6.548990077760  0.472211203941  1.474402099138  2.996752511581
 0.570000000000 -6.713614086004  0.472029634467  1.473253448038  2.992915984968
 0.580000000000 -6.878596805979  0.471847368317  1.472094007999  2.989020477250
 0.590000000000 -7.043932996073  0.471664253718  1.470922852991  2.985062741630
 0.600000000000 -7.209617584244  0.471480142820  1.469739050515  2.981039429676
 0.610000000000 -7.375645658944  0.471294890838  1.468541657832  2.976947081254
 0.620000000000 -7.542012460765  0.471108355300  1.467329718242  2.972782114148
 0.630000000000 -7.708713374657  0.470920395298  1.466102257381  2.968540813303
 0.640000000000 -7.875743922735  0.470730870828  1.464858279522  2.964219319657
 0.650000000000 -8.043099757554  0.470539642130  1.463596763819  2.959813618495
 0.660000000000 -8.210776655880  0.470346569085  1.462316660484  2.955319527285
 0.670000000000 -8.378770512846  0.470151510611  1.461016886862  2.950732682958
 0.680000000000 -8.547077336512  0.469954324083  1.459696323363  2.946048528540
 0.690000000000 -8.715693242779  0.469754864765  1.458353809247  2.941262299156
 0.700000000000 -8.884614450604  0.469552985235  1.456988138179  2.936369007284
 0.710000000000 -9.053837277531  0.469348534816  1.455598053573  2.931363427255
 0.720000000000 -9.223358135486  0.469141358995  1.454182243667  2.926240078953
 0.730000000000 -9.393173526825  0.468931298836  1.452739336275  2.920993210648
 0.740000000000 -9.563280040614  0.468718190369  1.451267893190  2.915616780918
 0.750000000000 -9.733674349128  0.468501863956  1.449766404200  2.910104439665
 0.760000000000 -9.904353204537  0.468282143641  1.448233280651  2.904449508138
 0.770000000000 -10.075313435778  0.468058846447  1.446666848515  2.898644957981
 0.780000000000 -10.246551945632  0.467831781655  1.445065340892  2.892683389252
 0.790000000000 -10.418065707889  0.467600750022  1.443426889889  2.886557007461
 0.800000000000 -10.589851764753  0.467365542960  1.441749517808  2.880257599581
 0.810000000000 -10.761907224295  0.467125941641  1.440031127552  2.873776509122
 0.820000000000 -10.934229258100  0.466881716047  1.438269492147  2.867104610264
 0.830000000000 -11.106815098990  0.466632623942  1.436462243324  2.860232281195
 0.840000000000 -11.279662038915  0.466378409754  1.434606858995  2.853149376746
 0.850000000000 -11.452767426870  0.466118803362  1.432700649532  2.845845200466
 0.860000000000 -11.626128666990  0.465853518779  1.430740742687  2.838308476413
 0.870000000000 -11.799743216683  0.465582252708  1.428724067022  2.830527320905
 0.880000000000 -11.973608584876  0.465304682955  1.426647333621  2.822489214579
 0.890000000000 -12.147722330334  0.465020466704  1.424507015950  2.814180975254
 0.900000000000 -12.322082060053  0.464729238597  1.422299327552  2.805588732086
 0.910000000000 -12.496685427746  0.464430608630  1.420020197411  2.796697901760
 0.920000000000 -12.671530132358  0.464124159824  1.417665242615  2.787493167473
 0.930000000000 -12.846613916689  0.463809445636  1.415229738039  2.777958461715
 0.940000000000 -13.021934566029  0.463485987098  1.412708582650  2.768076954021
 0.950000000000 -13.197489906914  0.463153269609  1.410096262025  2.757831045051
 0.960000000000 -13.373277805869  0.462810739385  1.407386806584  2.747202368589
 0.970000000000 -13.549296168248  0.462457799464  1.404573745031  2.736171803379
 0.980000000000 -13.725542937095  0.462093805245  1.401650052349  2.724719496866
 0.990000000000 -13.902016092076  0.461718059463  1.398608091693  2.712824903339
 1.000000000000 -14.078713648435  0.461329806541  1.395439549376  2.700466839192
