 0.183259571459  0.293942006836 -0.119284456920  0.902210390263 -0.364438996191  1.737997563907 -0.187898961629  1.994446394485 -0.763317252410  3.312211621894 -1.394591199600  4.971785118120 -2.080757768109  6.946371052757 -2.836585928959  9.193239197730 -3.649134687016
 0.191986217719  0.291598298538 -0.124604401913  0.895549250168 -0.381579074338  1.740989127267 -0.189727134419  1.972521565776 -0.802202601786  3.282930603909 -1.457399490120  4.931580605657 -2.175250061221  6.895321643572 -2.966551979555  9.131194984813 -3.816360389425
 0.200712863979  0.289153833706 -0.129874798364  0.888509527104 -0.398632933158  1.743573740886 -0.191207253343  1.950256630141 -0.840876189101  3.252368035018 -1.519687601409  4.889537305919 -2.269091633595  6.841927132901 -3.095818772095  9.066432798246 -3.982745321750
 0.209439510239  0.286609740593 -0.135093566614  0.881088936030 -0.415587310824  1.745784777862 -0.192413619262  1.927631024663 -0.879252159159  3.220533887842 -1.581428633595  4.845659338762 -2.362250348793  6.786188338505 -3.224356699853  8.998970961344 -4.148268905692
 0.218166156499  0.283967197149 -0.140258652371  0.873286180647 -0.432428637194  1.747661581578 -0.193405562103  1.904617960221 -0.917260358727  3.187438465617 -1.642595453632  4.799951026375 -2.454693650480  6.728105422631 -3.352136118278  8.928827226491 -4.312913258216
 0.226892802759  0.281227430677 -0.145368028208  0.865100960336 -0.449143151683  1.749244934577 -0.194229253357  1.881188953751 -0.954844400354  3.153092412672 -1.703160714887  4.752416910524 -2.546388529864  6.667677813398 -3.479127258170  8.856018461100 -4.476663356548
 0.235619449019  0.278391717414 -0.150419695077  0.856533960557 -0.465717016034  1.750574181288 -0.194920062351  1.857316720409 -0.991959187984  3.117506728167 -1.763096877457  4.703061773532 -2.637301492316  6.604904128468 -3.605300124479  8.780560284238 -4.639507195394
 0.244346095279  0.275461382052 -0.155411683851  0.847586828620 -0.482136419541  1.751685625284 -0.195504874829  1.832976803129 -1.028568488583  3.080692782925 -1.822376228994  4.651890663320 -2.727398523497  6.539782102675 -3.730624379771  8.702466647506 -4.801435930241
 0.253072741539  0.272437797186 -0.160342056862  0.838262137089 -0.498387674831  1.752611801015 -0.196004103750  1.808148337543 -1.064642822030  3.042662339109 -1.880970905859  4.598908922793 -2.816645055241  6.472308521632 -3.855069211524  8.621749353399 -4.962443998826
 0.261799387799  0.269322382694 -0.165208909459  0.828563337288 -0.514457302939  1.753381294419 -0.196433313175  1.782814275621 -1.100157749996  3.003427572471 -1.938852914526  4.544122223858 -2.905005931570  6.402479163637 -3.978603182551  8.538417504265 -5.122529210525
 0.270526034059  0.266116605039 -0.170010371563  0.818494705358 -0.530332106955  1.754018879751 -0.196804472902  1.756961298388 -1.135092546916  2.963001096871 -1.995994153129  4.487536606315 -2.992445375223  6.330288752491 -4.101194064142  8.452476875125 -5.281692790694
 0.279252680319  0.262821976497 -0.174744609212  0.808061283263 -0.545999234075  1.754545819893 -0.197126900559  1.730579568385 -1.169429196754  2.921395990760 -2.052366433172  4.429158521836 -3.078926955165  6.255730924150 -4.222808651781  8.363929204271 -5.439939363619
 0.287979326579  0.259440054310 -0.179409826109  0.797268816897 -0.561446226325  1.754980235655 -0.197407955872  1.703662414279 -1.203151650609  2.878625825305 -2.107941501409  4.368994883223 -3.164413555563  6.178798210476 -4.343412563759  8.272771396994 -5.597276853958
 0.296705972839  0.255972439760 -0.184004265149  0.786123693211 -0.576661060557  1.755337489247 -0.197653546183  1.676206000841 -1.236245285531  2.834704693826 -2.162691061979  4.307053119052 -3.248867346763  6.099482043533 -4.462970023422  8.178994640071 -5.753716281925
 0.305432619099  0.252420777170 -0.188526209929  0.774632877937 -0.591632178625  1.755630551966 -0.197868491918  1.648209012823 -1.268696514950  2.789647242232 -2.216586798891  4.243341233767 -3.332249758888  6.017772784135 -4.581443626471  8.082583428458 -5.909271422621
 0.314159265359  0.248786752822 -0.192973986232  0.762803855223 -0.606348508760  1.755870341364 -0.198056789953  1.619672366323 -1.300492511705  2.743468700164 -2.269600398985  4.177867873270 -3.414521458637  5.933659778422 -4.698794095372  7.983514511145 -6.063958294523
 0.322885911619  0.245072093803 -0.197345963490  0.750644570086 -0.620799479298  1.756066022200 -0.198221803405  1.590598952565 -1.331621013906  2.696184912487 -2.321703575520  4.110642395871 -3.495642329966  5.847131446254 -4.814980023723  7.881755771130 -6.217794436847
 0.331612557879  0.241278566781 -0.201640556202  0.738163374421 -0.634975025895  1.756225270334 -0.198366398946  1.560993414377 -1.362070191376  2.647812370939 -2.372868092562  4.041674948500 -3.575571459321  5.758175405036 -4.929957614297  7.777265065293 -6.370797930889
 0.340339204139  0.237407976692 -0.205856225314  0.725368976944 -0.648865593349  1.756354501400 -0.198493046816  1.530861953137 -1.391828556229  2.598368245555 -2.423065790301  3.970976547926 -3.654267126104  5.666778632267 -5.043680415372  7.669989064470 -6.522986117366
 0.349065850399  0.233462165381 -0.209991479563  0.712270397327 -0.662462133096  1.756459067370 -0.198603894356  1.500212163052 -1.420884905512  2.547870415689 -2.472268611506  3.898559166653 -3.731686799053  5.572927669532 -5.156099060889  7.559862152432 -6.674373961820
 0.357792496659  0.229443010145 -0.214044876764  0.698876924504 -0.675756097289  1.756543424525 -0.198700821010  1.469052889197 -1.449228287105  2.496337500328 -2.520448629254  3.824435823086 -3.807787139227  5.476608869866 -5.267161020829  7.446805464913 -6.824972025138
 0.366519142919  0.225352422236 -0.218015025048  0.685198079127 -0.688739430352  1.756611276394 -0.198785480039  1.437394105940 -1.476847982438  2.443788887489 -2.567578076072  3.748620675444 -3.882524010225  5.377808689397 -5.376810369040  7.330726175794 -6.974784008985
 0.375245789179  0.221192345276 -0.221900584031  0.671243579914 -0.701404558666  1.756665694905 -0.198859330865  1.405246812600 -1.503733501348  2.390244762437 -2.613629374650  3.671129118824 -3.955852496248  5.276514022857 -5.484987576293  7.211517164891 -7.123803869199
 0.383972435439  0.216964753636 -0.225700265949  0.657023313680 -0.713744379063  1.756709222969 -0.198923664802  1.372622943610 -1.529874585649  2.335726134535 -2.658575170232  3.591977884717 -4.027726928566  5.172712581026 -5.591629336772  7.089057227353 -7.272012527315
 0.392699081699  0.212671650740 -0.229412836691  0.642547308704 -0.725752246573  1.756743960995 -0.198979625825  1.339535290717 -1.555261218929  2.280254862472 -2.702388364773  3.511185142212 -4.098100920861  5.066393306521 -5.696668436209  6.963212002295 -7.419374263568
 0.401425727959  0.208315067327 -0.233037116790  0.627825711148 -0.737421961852  1.756771639877 -0.199028227928  1.305997435239 -1.579883640724  2.223853677680 -2.745042152934  3.428770600031 -4.166927413850  4.957546822460 -5.800033669563  6.833835799797 -7.565832944135
 0.410152374219  0.203897059653 -0.236571982326  0.612868764166 -0.748747758603  1.756793682327 -0.199070369767  1.272023688589 -1.603732363766  2.166546205728 -2.786510059979  3.344755608498 -4.234158729507  4.846165906777 -5.901649815332  6.700774480655 -7.711308317457
 0.418879020479  0.199419707660 -0.240016365772  0.597686789407 -0.759724291214  1.756811254492 -0.199106847276  1.237629039616 -1.626798193278  2.108356985484 -2.826765981582  3.259163260476 -4.299746635067  4.732245983200 -6.001437672321  6.563869481527 -7.855692699139
 0.427605666739  0.194885113101 -0.243369256741  0.582290170584 -0.770346622788  1.756825309215 -0.199138364731  1.202829107537 -1.649072247618  2.049311485845 -2.865784225537  3.172018490297 -4.363642416921  4.615785618468 -6.099314162976  6.422962972741 -7.998848435517
 0.436332312999  0.190295397621 -0.246629702666  0.566689338830 -0.780610213706  1.756836622346 -0.199165544536  1.167640099408 -1.670545979704  1.989436119880 -2.903539555349  3.083348169681 -4.425796964391  4.496787014272 -6.195192505216  6.277903987781 -8.140606568797
 0.445058959259  0.185652700818 -0.249796809395  0.550894759590 -0.790510910739  1.756845823103 -0.199188935930  1.132078771290 -1.691211198826  1.928758256121 -2.940007235648  2.993181199626 -4.486160863220  4.375256481834 -6.288982452275  6.128555187231 -8.280767096298
 0.453785605519  0.180959178266 -0.252869741711  0.534916920791 -0.800044936826  1.756853419460 -0.199209022773  1.096162392375 -1.711060092557  1.867306226897 -2.975163079324  2.901548597307 -4.544684498555  4.251204887080 -6.380590597356  5.974799746313 -8.419101103415
 0.462512251778  0.176216999532 -0.255847723747  0.518766322092 -0.809208881437  1.756859819400 -0.199226230606  1.059908711460 -1.730085248459  1.805109333511 -3.008983496292  2.808483577033 -4.601318167056  4.124648055112 -6.469920737318  5.816547727546 -8.555354852457
 0.471238898038  0.171428346152 -0.258730039338  0.502453465037 -0.817999691597  1.756865348591 -0.199240932968  1.023335925286 -1.748279675492  1.742197848065 -3.041445543736  2.714021624354 -4.656012197662  3.995607124064 -6.556874287065  5.653741263764 -8.689255650843
 0.479965544298  0.166595409615 -0.261516032278  0.485988843931 -0.826414663480  1.756870265133 -0.199253457113  0.986462648299 -1.765636824902  1.678603011829 -3.072526977685  2.618200562480 -4.708717080479  3.864108840469 -6.641350734297  5.486357962151 -8.820519052276
 0.488692190558  0.161720389329 -0.264205106485  0.469382937322 -0.834451434556  1.756874771805 -0.199264089162  0.949307883500 -1.782150610507  1.614357029954 -3.102206305706  2.521060610266 -4.759383603146  3.730185790837 -6.723248122705  5.314412145786 -8.948856727843
 0.497418836818  0.156805490581 -0.266796726089  0.452646199953 -0.842107976257  1.756879026277 -0.199273078748  0.911890994077 -1.797815428267  1.549493062451 -3.130462840543  2.422644431073 -4.807962994010  3.593876566962 -6.802463550857  5.137953837781 -9.073984238162
 0.506145483078  0.151852922509 -0.269290415427  0.435789055104 -0.849382587083  1.756883149539 -0.199280643197  0.874231675604 -1.812626175060  1.484045211280 -3.157276754442  2.322997171882 -4.854407071359  3.455225865583 -6.878893673978  4.957065698168 -9.195627971355
 0.514872129338  0.146864896065 -0.271685758964  0.418821887228 -0.856273886128  1.756887232898 -0.199286971302  0.836349928591 -1.826578266573  1.418048503457 -3.182629133939  2.222166492184 -4.898668397934  3.314284525888 -6.952435196540  4.771858374886 -9.313530672559
 0.523598775598  0.141843621998 -0.273982401111  0.401755034823 -0.862780806925  1.756891343738 -0.199292226652  0.798266031230 -1.839667654253  1.351538870103 -3.206502034815  2.120202582181 -4.940700439942  3.171109511016 -7.022985344960  4.582464876341 -9.427455231493
 0.532325421858  0.136791308850 -0.276180045974  0.384598783493 -0.868902591617  1.756895530299 -0.199296550708  0.760000512234 -1.851890841250  1.284553121363 -3.228878536970  2.017158169936 -4.980457729763  3.025763841859 -7.090442311846  4.389034598201 -9.537186652449
 0.541052068118  0.131710160960 -0.278278457021  0.367363359127 -0.874638785337  1.756899825566 -0.199300065450  0.721574123646 -1.863244897288  1.217128917161 -3.249742798892  1.913088517199 -5.017896031546  2.878316492995 -7.154705665635  4.191727559659 -9.642532349631
 0.549778714378  0.126602376507 -0.280277456653  0.350058921206 -0.879989230805  1.756904250498 -0.199302875838  0.683007813552 -1.873727472414  1.149304733753 -3.269080111424  1.808051403659 -5.052972508904  2.728842261388 -7.215676722271  3.990709264032 -9.743321056978
 0.558505360638  0.121470145562 -0.282176925723  0.332695556188 -0.884954063058  1.756908816622 -0.199305071896  0.644322698668 -1.883336809575  1.081119826103 -3.286876950517  1.702107099424 -5.085645893921  2.577421618606 -7.273258878327  3.786146438850 -9.839400708275
 0.567232006898  0.116315648182 -0.283976802951  0.315283270955 -0.889533704284  1.756913528217 -0.199306730687  0.605540036737 -1.892071755959  1.012614186091 -3.303121028630  1.595318325605 -5.115876656703  2.424140556704 -7.327357907708  3.578203765866 -9.930635643414
 0.575958653158  0.111141052528 -0.285677084275  0.297831986321 -0.893728858720  1.756918383969 -0.199307917912  0.566681198749 -1.899931773075  0.943828496615 -3.317801344459  1.487750202853 -5.143627174683  2.269090436700 -7.377882226341  3.367041601315 -10.016903453051
 0.584685299418  0.105948513029 -0.287277822138  0.280351530597 -0.897540507576  1.756923378456 -0.199308689490  0.527767640974 -1.906916945517  0.874804081683 -3.330908230663  1.379470187771 -5.168861900956  2.112367846866 -7.424743131351  3.152814616304 -10.098091709659
 0.593411945678  0.100740168570 -0.288779124694  0.262851633206 -0.900969903957  1.756928503183 -0.199309092858  0.488820876816 -1.913027988373  0.805582852573 -3.342433399239  1.270547997117 -5.191547530806  1.954074475986 -7.467855022530  2.935671252384 -10.174094766618
 0.602138591938  0.095518140740 -0.290181154940  0.245341918350 -0.904018567753  1.756933747584 -0.199309168087  0.449862448512 -1.918266253248  0.736207250221 -3.352369984247  1.161055519707 -5.211653165693  1.794317004354 -7.507135614907  2.715753878769 -10.244810749773
 0.610865238198  0.090284532114 -0.291484129809  0.227831898749 -0.906688280466  1.756939099596 -0.199308948954  0.410913898743 -1.922633732862  0.666720184012 -3.360712581524  1.051066716027 -5.229150473831  1.633207012985 -7.542506151453  2.493199545389 -10.310138823294
 0.619591884458  0.085041424586 -0.292688319176  0.210330969442 -0.908981079966  1.756944546332 -0.199308463811  0.371996742140 -1.926133064216  0.597164967143 -3.367457285123  0.940657505478 -5.244013846531  1.470860909011 -7.573891624789  2.268141241185 -10.369976784343
 0.628318530718  0.079790877745 -0.293794044807  0.192848401674 -0.910899255140  1.756950074476 -0.199307736391  0.333132436807 -1.928767530284  0.527585248798 -3.372601720115  0.829905641300 -5.256220549370  1.307399863063 -7.601221015874  2.040709583223 -10.424219027304
 0.637045176978  0.074534927325 -0.294801679274  0.175393336880 -0.912445340442  1.756955670568 -0.199306786498  0.294342355859 -1.930541060216  0.458024943393 -3.376145071538  0.718890573248 -5.265750867281  1.142949752462 -7.624427556604  1.811034874406 -10.472754914843
 0.645771823238  0.069275583673 -0.295711644786  0.157974780759 -0.913622110312  1.756961321306 -0.199305630560  0.255647759075 -1.931458228066  0.388528157141 -3.378088109143  0.607693298124 -5.272588242455  0.977641102331 -7.643449021316  1.579249473739 -10.515467596106
 0.654498469498  0.064014830307 -0.296524411991  0.140601597494 -0.914432573451  1.756967013739 -0.199304282226  0.217069764752 -1.931524250007  0.319139112300 -3.378433207783  0.496396198407 -5.276719404135  0.811609015462 -7.658228050516  1.345490421146 -10.552233318228
 0.663225115758  0.058754622520 -0.297240498724  0.123282504104 -0.914879966981  1.756972735326 -0.199302752724  0.178629321787 -1.930744980056  0.249902069400 -3.377184363106  0.385082869339 -5.278134489013  0.644993081147 -7.668712507625  1.109902249654 -10.582921282389
 0.671951762018  0.053496886055 -0.297860468706  0.106026064977 -0.914967750430  1.756978474096 -0.199301051374  0.140347182230 -1.929126904319  0.180861248008 -3.374347202509  0.273837935120 -5.276827151258  0.477937253054 -7.674855867436  0.872639901688 -10.607394096348
 0.680678408278  0.048243515901 -0.298384930227  0.088840686785 -0.914699599700  1.756984218692 -0.199299185765  0.102243874630 -1.926677134013  0.112060746940 -3.369928991483  0.162746855811 -5.272794661561  0.310589687650 -7.676617633284  0.633871647110 -10.625508869933
 0.689405054538  0.042996375408 -0.298814534973  0.071734614282 -0.914079401546  1.756989958329 -0.199297162211  0.064339679426 -1.923403398615  0.043544466401 -3.363938637787  0.051895729062 -5.266037998111  0.143102539534 -7.673963782732  0.393781884492 -10.637118990993
 0.698131700798  0.037757296308 -0.299149977911  0.054715928623 -0.913111251828  1.756995682892 -0.199294985839  0.026654609658 -1.919314046688 -0.024643961708 -3.356386707098 -0.058628902140 -5.256561950780 -0.024368276895 -7.666867267451  0.152573707391 -10.642076633190
